id,order_id,product_id,product_name,unit_value,unit_type,mrp,sale_price,quantity,gst_slab,discount_amount,discount_percentage,total_amount
265,83,1707,"ASWIKAR BASMATI RICE",1,kg,100.00,75.00,2,5.00,25.00,25,150.00
266,84,395,"Garnier Color naturals creme riche 3.16 Burgudy","70 ml +60 gms","ml + gms",180.00,71.00,1,18.00,109.00,61,71.00
267,84,963,"Cotton Thread Big",1,pc,25.00,10.00,1,0.00,15.00,60,10.00
268,84,875,"Siyara light Broom",1,pc,323.00,150.00,1,18.00,173.00,54,150.00
269,85,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
270,85,1736,"ASWIKA CHAKKI ATTA ",500,gms,20.00,18.00,1,0.00,2.00,10,18.00
271,85,1789,"Red Chilli Powder",500,gms,65.00,63.00,1,5.00,2.00,3,63.00
272,85,1795,"Aashirvaad Red & Hot Chilli Powder",500,gms,180.00,110.00,1,5.00,70.00,39,110.00
273,85,1342,"Coffe Joy Biscuit",2*45,gms,90.00,85.00,1,18.00,5.00,6,85.00
274,85,1345,"Sari Gandum",115,gms,50.00,45.00,1,1.00,5.00,10,45.00
275,85,430,"Baby milk Soap",75,gms,55.00,52.00,1,18.00,3.00,5,52.00
276,85,438,"Baby Santoor Soap",75,gms,48.00,46.00,1,18.00,2.00,4,46.00
277,85,439,"Baby soap mysore sandal",75,gms,40.00,38.00,1,18.00,2.00,5,38.00
278,85,194,"Lotus Herbals body lotion  Almond nourish",250,ml,270.00,256.00,1,18.00,14.00,5,256.00
279,85,1161,"Bru instant",50,gms,70.00,68.00,1,5.00,2.00,3,68.00
280,85,1144,"Red Label Natural Care",500,gms,295.00,280.00,1,5.00,15.00,5,280.00
281,86,1758,"Aswika Masoor Thoor Dal",500,gms,50.00,42.00,1,0.00,8.00,16,42.00
282,86,1759,"Aswika Moong Dal",1,kg,140.00,120.00,2,0.00,20.00,14,240.00
283,86,395,"Garnier Color naturals creme riche 3.16 Burgudy","70 ml +60 gms","ml + gms",180.00,71.00,8,18.00,109.00,61,568.00
284,86,962,"Srisailam Deepam Flower Wicks/ Vattulu",50,pc,20.00,10.00,1,0.00,10.00,50,10.00
285,86,1657,"ASWIKA SUNFLOWER SEEDS",100,gms,80.00,40.00,1,12.00,40.00,50,40.00
286,86,765,"Expert Double Action Formul",300,gms,20.00,20.00,1,18.00,0.00,0,20.00
287,86,792,"Utensil lemon dishwash gel bottle",200,ml,55.00,52.00,1,18.00,3.00,5,52.00
288,86,785,"Pril Lime Grease Fighter liquid  dish wash bottle",750,ml,160.00,150.00,2,18.00,10.00,6,300.00
289,87,383,"Banjaras Hair Care Powder Hibiscus + Henna ","50gms (10gms *5)",gms,65.00,60.00,2,18.00,5.00,8,120.00
290,88,228,"Banjaraa's Face wash With Sandal",100,ml,110.00,103.00,2,18.00,7.00,6,206.00
291,89,1778,"Aswika Ulavalu",1,kg,90.00,60.00,1,0.00,30.00,33,60.00
292,89,1779,"Aswik Til white",250,gms,45.00,35.00,1,0.00,10.00,22,35.00
293,89,1779,"Aswik Til white",500,gms,90.00,70.00,1,0.00,20.00,22,70.00
294,89,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",10,kg,570.00,542.00,1,5.00,28.00,5,542.00
295,89,1731,"AASHIRWAAD SUPERIOR MP ATTA ",1,kg,57.00,50.00,1,5.00,7.00,12,50.00
296,89,1731,"AASHIRWAAD SUPERIOR MP ATTA ",2,kg,109.00,100.00,1,5.00,9.00,8,100.00
297,90,1191,"Amul Fresh Cream",250,ml,63.00,62.00,1,12.00,1.00,2,62.00
298,90,1756,"Aswika Soya Beans Red",500,gms,50.00,48.00,1,0.00,2.00,4,48.00
299,90,1757,"Aswika Mil Maker",500,gms,50.00,40.00,1,0.00,10.00,20,40.00
300,90,1757,"Aswika Mil Maker",250,gms,25.00,18.00,1,0.00,7.00,28,18.00
301,90,1756,"Aswika Soya Beans Red",1,kg,100.00,95.00,1,0.00,5.00,5,95.00
302,91,1464,"Tirumala Non Fruit Vinegar",700,gms,60.00,40.00,3,18.00,20.00,33,120.00
303,91,395,"Garnier Color naturals creme riche 3.16 Burgudy","70 ml +60 gms","ml + gms",180.00,71.00,3,18.00,109.00,61,213.00
304,91,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,4,5.00,2.00,3,248.00
305,92,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,5,5.00,2.00,3,310.00
306,92,395,"Garnier Color naturals creme riche 3.16 Burgudy","70 ml +60 gms","ml + gms",180.00,71.00,2,18.00,109.00,61,142.00
307,93,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,4,5.00,2.00,3,248.00
308,94,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,2,5.00,2.00,3,124.00
309,95,71,"Aswini Hair Oil",45,ml,40.00,38.00,1,18.00,2.00,5,38.00
310,96,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
311,97,1260,"Milk Bikis Cream Biscuits",120,gms,20.00,19.00,1,18.00,1.00,5,19.00
312,97,1260,"Milk Bikis Cream Biscuits",200,gms,40.00,38.00,1,18.00,2.00,5,38.00
313,98,1347,"Britannia Cake Gobbles Choco Chill",55,gms,15.00,14.00,1,18.00,1.00,7,14.00
314,98,1346,"Britannia Cake Gobbles",55,gms,15.00,14.00,1,18.00,1.00,7,14.00
315,99,1681,"Ruchi Gold Pamolein Oil",1,l,158.00,137.00,2,12.00,21.00,13,274.00
316,99,1682,"Freedom Sunflower Oil",1,l,195.00,170.00,2,12.00,25.00,13,340.00
317,99,1683,"Freedom Groundnut Oil",1,l,200.00,170.00,1,12.00,30.00,15,170.00
318,99,1684,"Saffola  Tasty Oil",1,l,178.00,177.00,2,12.00,1.00,1,354.00
319,99,1700,"Oleev Active  Oil (Bottle)",5,l,995.00,945.00,1,12.00,50.00,5,945.00
320,99,827,"Lia Car gel Fruit Brust",45,gms,375.00,350.00,1,18.00,25.00,7,350.00
321,100,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
322,100,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,310.00,280.00,1,5.00,30.00,10,280.00
323,100,1758,"Aswika Masoor Thoor Dal",500,gms,50.00,42.00,1,0.00,8.00,16,42.00
324,100,1759,"Aswika Moong Dal",500,gms,70.00,60.00,1,0.00,10.00,14,60.00
325,100,1762,"Aswika Chana Dal",1,kg,115.00,80.00,1,0.00,35.00,30,80.00
326,100,1764,"Aswika Pesalu ( moong)",1,kg,150.00,105.00,1,0.00,45.00,30,105.00
327,100,1766,"Aswika Urad Dal",1,kg,160.00,130.00,1,0.00,30.00,19,130.00
328,100,1767,"Aswika Urad Dal Black Broken",1,kg,150.00,120.00,1,0.00,30.00,20,120.00
329,100,1771,"Aswika Bobbarlu ",500,gms,50.00,43.00,1,0.00,7.00,14,43.00
330,100,1774,"Aswika Brown Rajma",500,gms,70.00,55.00,1,0.00,15.00,21,55.00
331,100,1778,"Aswika Ulavalu",500,gms,45.00,30.00,1,0.00,15.00,33,30.00
332,100,1780,"Aswika Til black",100,gms,40.00,25.00,1,0.00,15.00,38,25.00
333,100,1781,"Aswika Sajjalu",500,gms,21.00,15.00,1,0.00,6.00,29,15.00
334,100,1782,"Aswika Ragulu",1,kg,50.00,36.00,1,0.00,14.00,28,36.00
335,100,1784,"Aswika Yellow Jowar",500,gms,33.00,24.00,1,0.00,9.00,27,24.00
336,100,1786,"Aswika Kabuli Chana",500,gms,70.00,60.00,1,5.00,10.00,14,60.00
337,100,1707,"ASWIKAR BASMATI RICE",1,kg,100.00,75.00,1,5.00,25.00,25,75.00
338,100,1714,"DAAWAT TRADITIONAL Basmati Rice",1,kg,210.00,180.00,1,5.00,30.00,14,180.00
339,100,1727,"Aswika Paper cold Pressed Rice",500,gms,30.00,25.00,1,5.00,5.00,17,25.00
340,100,1727,"Aswika Paper cold Pressed Rice",1,kg,60.00,50.00,1,5.00,10.00,17,50.00
341,100,1697,"Rajani Gold Palmolein Oil",1,l,158.00,137.00,1,12.00,21.00,13,137.00
342,100,1702,"Freedom Refined Sunflower Oil  Jar",5,l,950.00,900.00,1,12.00,50.00,5,900.00
343,100,1702,"Freedom Refined Sunflower Oil  Jar","15 L",l,2770.00,2631.00,1,12.00,139.00,5,2631.00
344,100,1704,"Gold Drop Refined Sunflower Oil Jar","15 L",l,2675.00,2541.00,1,12.00,134.00,5,2541.00
345,100,1793,"Priya Chilli Powder",500,gms,150.00,110.00,1,5.00,40.00,27,110.00
346,100,1799,"Swastik Haldi/Turmeric Powder",500,gms,165.00,110.00,1,5.00,55.00,33,110.00
347,100,1807,"Priya Corinader Powder",500,gms,135.00,80.00,1,5.00,55.00,41,80.00
348,100,1809,"Aswika Dhania ",500,gms,100.00,70.00,1,5.00,30.00,30,70.00
349,100,1812,"Aswika Fenugreek / Menthulu ",250,gms,38.00,25.00,1,5.00,13.00,34,25.00
350,100,1814,"Aswika Mustard Seeds Big",500,gms,80.00,50.00,1,5.00,30.00,38,50.00
351,100,1816,"Aswika Shajeera",100,gms,100.00,65.00,1,5.00,35.00,35,65.00
352,100,1817,"Aswika Sabji",250,gms,100.00,70.00,1,5.00,30.00,30,70.00
353,100,1820,"Aswika Anasa Puvvu",50,gms,70.00,40.00,1,5.00,30.00,43,40.00
354,100,1821,"Aswika Dalchina Chekka",50,gms,30.00,25.00,1,5.00,5.00,17,25.00
355,100,1822,"Aswika Jaggikaya",50,gms,70.00,50.00,1,5.00,20.00,29,50.00
356,100,1823,"Aswika Black Jeera",100,gms,45.00,30.00,1,5.00,15.00,33,30.00
357,100,1825,"Aswika Black Pepper",50,gms,45.00,40.00,1,5.00,5.00,11,40.00
358,100,1826,"Aswika Elachi",20,gms,100.00,68.00,1,5.00,32.00,32,68.00
359,100,1828,"Aswika Tasting Salt",25,gms,10.00,10.00,1,0.00,0.00,0,10.00
360,100,1829,"Aswika Birayni Leaves",250,gms,40.00,20.00,1,0.00,20.00,50,20.00
361,100,1834,"Aswika Clove / Lavanga",50,gms,50.00,40.00,1,5.00,10.00,20,40.00
362,100,1835,"Aswika Vaamu",50,gms,15.00,11.00,1,5.00,4.00,27,11.00
363,100,1660,"TATA Salt Soium curtained Iodised Salt",1,kg,40.00,38.00,1,5.00,2.00,5,38.00
364,100,1665,"Aswika Sugar",500,gms,25.00,20.00,1,5.00,5.00,20,20.00
365,100,1665,"Aswika Sugar",1,kg,50.00,40.00,1,5.00,10.00,20,40.00
366,100,1665,"Aswika Sugar",5,kg,250.00,200.00,1,5.00,50.00,20,200.00
367,100,1677," Jaggery Round",500,gms,40.00,30.00,1,5.00,10.00,25,30.00
368,100,1678," Jaggery Chakka",500,gms,43.00,33.00,1,5.00,10.00,23,33.00
369,100,1756,"Aswika Soya Beans Red",500,gms,50.00,48.00,1,0.00,2.00,4,48.00
370,100,1757,"Aswika Mil Maker",500,gms,50.00,40.00,1,0.00,10.00,20,40.00
371,100,1640,"Lion Qyno Dates",250,gms,110.00,105.00,1,5.00,5.00,5,105.00
372,100,1640,"Lion Qyno Dates",500,gms,210.00,199.00,1,5.00,11.00,5,199.00
373,100,1641,"Lion Qyno Deseeded Dates",200,gms,60.00,57.00,1,5.00,3.00,5,57.00
374,100,1260,"Milk Bikis Cream Biscuits",120,gms,20.00,19.00,1,18.00,1.00,5,19.00
375,100,1263,"Btiannia bour bon",60,gms,10.00,10.00,1,18.00,0.00,0,10.00
376,100,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,1,12.00,3.00,4,75.00
377,100,1504,"Sunfeast yippee Magic Masala noodles ",70,gms,12.00,12.00,1,12.00,0.00,0,12.00
378,100,1508,"Maggi  2minutes noodles",140,gms,24.00,23.00,1,12.00,1.00,4,23.00
379,100,1508,"Maggi  2minutes noodles",280,gms,46.00,44.00,1,12.00,2.00,4,44.00
380,100,1555,OATS,200,gms,42.00,40.00,1,5.00,2.00,5,40.00
381,100,1555,OATS,400,gms,77.00,73.00,1,5.00,4.00,5,73.00
382,100,1616,"Bingo Mad Angles  Tomato Flavour",36.5,gms,10.00,10.00,1,1.00,0.00,0,10.00
383,100,1914,"Alpenliebe Gold Chocolates Packet",185,gms,50.00,45.00,1,18.00,5.00,10,45.00
384,100,1565,"MALABAR PAROTA 5 pcs",400,gms,75.00,71.00,1,5.00,4.00,5,71.00
385,100,1777,"Aswika Peanuts Green",500,gms,115.00,106.00,1,0.00,9.00,8,106.00
386,100,1464,"Tirumala Non Fruit Vinegar",700,gms,60.00,40.00,1,18.00,20.00,33,40.00
387,100,1591,"Haldiram's Soan Papdi",250,gms,65.00,61.00,1,1.00,4.00,6,61.00
388,100,1415,"Idly & Dosa Batter",1,kg,75.00,70.00,1,5.00,5.00,7,70.00
389,100,1186,"Amulya Dairy Whitner",200,gms,85.00,81.00,1,12.00,4.00,5,81.00
390,100,1346,"Britannia Cake Gobbles",55,gms,15.00,14.00,1,18.00,1.00,7,14.00
391,100,1378,"Spencer's Milk Bread",400,gms,40.00,38.00,1,5.00,2.00,5,38.00
392,100,1381,"Spencer'sGolden Crust  Milk Bread",400,gms,40.00,38.00,1,5.00,2.00,5,38.00
393,100,1325,"Unibic Daily Digestive Oatmeal Cookies",52.5,gms,10.00,10.00,1,18.00,0.00,0,10.00
394,100,1334,"Karachi Biscuits Fruit (Pure Vegeterian)",400,gms,140.00,133.00,1,18.00,7.00,5,133.00
395,100,1397,"Amul cheese Spread yummy Plan",200,gms,85.00,80.00,1,5.00,5.00,6,80.00
396,100,1382,"GRB Ghee",100,ml,78.00,75.00,1,12.00,3.00,4,75.00
397,100,701,"Surf excel easy wash",500,gms,62.00,60.00,1,18.00,2.00,3,60.00
398,100,765,"Expert Double Action Formul",300,gms,20.00,20.00,1,18.00,0.00,0,20.00
399,100,793,"Mr. Muscle Kitchen & Floor Cleaner",500,ml,130.00,120.00,1,18.00,10.00,8,120.00
400,100,824,"Glade gel Lemon Fresh",70,gms,80.00,75.00,1,18.00,5.00,6,75.00
401,100,868,"Scotch Brite Scrub Pad",1,pc,10.00,10.00,1,18.00,0.00,0,10.00
402,100,881,"Duracel Chhota power ",1,pc,18.00,16.00,1,18.00,2.00,11,16.00
403,100,883,"Ambica Darbar Pooja Agarbatti",28,gms,20.00,18.00,1,5.00,2.00,10,18.00
404,100,859,"cherry liqiud shoe polish brown",75,ml,85.00,82.00,1,18.00,3.00,4,82.00
405,100,1586,"Baygon Cockroach Killer",400,ml,182.00,172.00,1,1.00,10.00,5,172.00
406,100,59,"Bajaj Almond Hair Oil",50,ml,35.00,34.00,1,18.00,1.00,3,34.00
407,100,1,"Colgate strong Teeth Tooth Paste",100,gms,52.00,50.00,1,18.00,2.00,4,50.00
408,100,193,"Lotus Herbals body lotion  Aloe Soft",250,ml,250.00,237.00,1,18.00,13.00,5,237.00
409,101,1378,"Spencer's Milk Bread",400,gms,40.00,38.00,1,5.00,2.00,5,38.00
410,101,701,"Surf excel easy wash",1,kg,124.00,120.00,1,18.00,4.00,3,120.00
411,101,715,"Rin bar",4*250,gms,56.00,54.00,1,18.00,2.00,4,54.00
412,101,881,"Duracel Chhota power ",1,pc,18.00,16.00,1,18.00,2.00,11,16.00
413,101,1591,"Haldiram's Soan Papdi",250,gms,65.00,61.00,1,1.00,4.00,6,61.00
414,101,1592,"Haldiram's Rasgulla Indian Sweets",500,gms,100.00,95.00,1,1.00,5.00,5,95.00
415,101,1594,"Haldiram's Goal Kachauri",350,gms,85.00,80.00,1,1.00,5.00,6,80.00
416,101,1608,"Amul Rasogolla Indian Sweets",500,gms,95.00,90.00,1,1.00,5.00,5,90.00
417,101,1616,"Bingo Mad Angles  Tomato Flavour",36.5,gms,10.00,10.00,1,1.00,0.00,0,10.00
418,101,1618,"Bingo Potato Chips SALT Sprinkled",24.5,gms,10.00,10.00,1,1.00,0.00,0,10.00
419,101,1622,"Kurkure Masala Munch",158,gms,35.00,32.00,1,5.00,3.00,9,32.00
420,101,1757,"Aswika Mil Maker",250,gms,25.00,18.00,1,0.00,7.00,28,18.00
421,102,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
422,102,1749,"Aswika Kesari Ravva",1,kg,45.00,40.00,1,0.00,5.00,11,40.00
423,102,1758,"Aswika Masoor Thoor Dal",500,gms,50.00,42.00,1,0.00,8.00,16,42.00
424,102,1759,"Aswika Moong Dal",1,kg,140.00,120.00,1,0.00,20.00,14,120.00
425,102,1706,"ASWIKA BASMATI RICE",1,kg,150.00,100.00,1,5.00,50.00,33,100.00
426,102,1684,"Saffola  Tasty Oil",1,l,178.00,177.00,3,12.00,1.00,1,531.00
427,102,1790,"Everest Tikhalala Hot & Red Chilli Powder",500,gms,210.00,185.00,2,5.00,25.00,12,370.00
428,102,1661,"TATA Crystal Salt",1,kg,18.00,15.00,1,5.00,3.00,17,15.00
429,102,1665,"Aswika Sugar",1,kg,50.00,40.00,1,5.00,10.00,20,40.00
430,102,1757,"Aswika Mil Maker",500,gms,50.00,40.00,1,0.00,10.00,20,40.00
431,102,1653,"ASWIKA YELLOW RAISINS",100,gms,45.00,35.00,1,12.00,10.00,22,35.00
432,102,1657,"ASWIKA SUNFLOWER SEEDS",250,gms,160.00,80.00,1,12.00,80.00,50,80.00
433,102,1654,"ASWIKA BLACK RAISINS",250,gms,125.00,115.00,1,12.00,10.00,8,115.00
434,102,1650,"ASWIKA Salt  Pista Nuts",250,gms,335.00,270.00,1,12.00,65.00,19,270.00
435,103,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,1,12.00,3.00,4,75.00
436,103,1502,"Sunfeast yippee Magic Masala noodles 6 in 1 pack",420,gms,68.00,66.00,2,12.00,2.00,3,132.00
437,103,1261,"Milk Bikis",200,gms,27.00,26.00,3,18.00,1.00,4,78.00
438,103,1616,"Bingo Mad Angles  Tomato Flavour",36.5,gms,10.00,10.00,4,1.00,0.00,0,40.00
439,103,1582,"Health Sutra Yellow Jowar Flakes",500,gms,60.00,55.00,2,1.00,5.00,8,110.00
440,103,1777,"Aswika Peanuts Green",1,kg,230.00,212.00,1,0.00,18.00,8,212.00
441,103,1465,"Anchor Synthetic Vinegar",180,ml,45.00,40.00,1,18.00,5.00,11,40.00
442,103,1597,"GRB Bombay Halwa",200,gms,130.00,125.00,2,1.00,5.00,4,250.00
443,103,1416,"HARSHEY'S SYRUP GENUNINE CHOCOLATE FLAVOUR",623,gms,200.00,195.00,2,12.00,5.00,3,390.00
444,104,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,2,12.00,3.00,4,150.00
445,104,1501,"Sunfeast yippee mood masala noodles 4 in 1 pack",280,gms,58.00,56.00,2,12.00,2.00,3,112.00
446,104,1502,"Sunfeast yippee Magic Masala noodles 6 in 1 pack",420,gms,68.00,66.00,2,12.00,2.00,3,132.00
447,104,1503,"Sunfeast yippee Magic Masala noodles 4 in 1 pack",280,gms,46.00,44.00,2,12.00,2.00,4,88.00
448,104,1504,"Sunfeast yippee Magic Masala noodles ",70,gms,12.00,12.00,2,12.00,0.00,0,24.00
449,104,1505,"Sunfeast yippee Cheese Pasta",65,gms,25.00,24.00,2,12.00,1.00,4,48.00
450,106,1260,"Milk Bikis Cream Biscuits",120,gms,20.00,19.00,2,18.00,1.00,5,38.00
451,106,1260,"Milk Bikis Cream Biscuits",200,gms,40.00,38.00,2,18.00,2.00,5,76.00
452,107,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
453,107,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,310.00,280.00,1,5.00,30.00,10,280.00
454,107,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",10,kg,570.00,542.00,1,5.00,28.00,5,542.00
455,108,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,1,12.00,3.00,4,75.00
456,109,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,1,5.00,2.00,3,62.00
457,110,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,62.00,3,5.00,2.00,3,186.00
458,111,1261,"Milk Bikis",150,gms,25.00,24.00,1,18.00,1.00,4,24.00
459,112,1665,"Aswika Sugar",500,gms,25.00,20.00,1,5.00,5.00,20,20.00
460,112,1937,"Cadbury Dairy Milk Silk Bubbly",50,gms,80.00,78.00,1,18.00,2.00,3,78.00
461,113,1942,"Cadbury Dairy Milk CHOCOLATE",50,gms,40.00,40.00,1,18.00,0.00,0,40.00
462,114,1731,"AASHIRWAAD SUPERIOR MP ATTA ",5,kg,270.00,220.00,1,5.00,50.00,19,220.00
463,114,1682,"Freedom Sunflower Oil",1,l,195.00,160.00,3,12.00,35.00,18,480.00
464,115,1646,"Aswika Cashew Nuts",500,gms,400.00,375.00,1,12.00,25.00,6,375.00
465,115,1647,"Aswika Cashews Broken (2 pcs) Nuts",50,gms,60.00,35.00,2,12.00,25.00,42,70.00
466,116,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
467,117,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
468,118,1682,"Freedom Sunflower Oil",1,l,195.00,160.00,1,12.00,35.00,18,160.00
469,119,1780,"Aswika Til black",100,gms,40.00,25.00,1,0.00,15.00,38,25.00
470,119,1655,"ASWIKA THARBUJA SEEDS",100,gms,80.00,40.00,1,12.00,40.00,50,40.00
471,119,1657,"ASWIKA SUNFLOWER SEEDS",50,gms,40.00,20.00,1,12.00,20.00,50,20.00
472,119,1761,"Aswikar Thoor Dal Polished",1,kg,140.00,110.00,1,0.00,30.00,21,110.00
473,119,1758,"Aswika Masoor Thoor Dal",500,gms,50.00,42.00,1,0.00,8.00,16,42.00
474,120,1758,"Aswika Masoor Thoor Dal",500,gms,50.00,42.00,1,0.00,8.00,16,42.00
475,120,1764,"Aswika Pesalu ( moong)",1,kg,150.00,105.00,1,0.00,45.00,30,105.00
476,120,1776,"Aswika Peanuts White",500,gms,90.00,65.00,2,0.00,25.00,28,130.00
477,120,1788,"Aswika Red Chilli ",125,gms,35.00,22.00,1,5.00,13.00,37,22.00
478,120,1798,"Surya chilli Powder",100,gms,32.00,20.00,1,5.00,12.00,38,20.00
479,120,1658,"Aashirvaad Iodised Salt",1,kg,20.00,19.00,1,5.00,1.00,5,19.00
480,120,1665,"Aswika Sugar",1,kg,50.00,39.00,1,5.00,11.00,22,39.00
481,120,1678," Jaggery Chakka",1,kg,85.00,65.00,1,5.00,20.00,24,65.00
482,121,1502,"Sunfeast yippee Magic Masala noodles 6 in 1 pack",420,gms,68.00,66.00,1,12.00,2.00,3,66.00
483,121,1503,"Sunfeast yippee Magic Masala noodles 4 in 1 pack",280,gms,46.00,44.00,2,12.00,2.00,4,88.00
484,122,1733,"ANNAPURNA  FARM FRESH ATTA",5,kg,270.00,230.00,1,5.00,40.00,15,230.00
485,122,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
486,123,1723,"GAJRAJ HMT PREMIUM QUALITY RICE",25,kg,1600.00,1100.00,1,5.00,500.00,31,1100.00
487,124,1658,"Aashirvaad Iodised Salt",1,kg,20.00,19.00,1,5.00,1.00,5,19.00
488,124,1788,"Aswika Red Chilli ",125,gms,35.00,22.00,1,5.00,13.00,37,22.00
489,124,1801,"Priya Haldi/Turmeric Powder",100,gms,30.00,20.00,1,5.00,10.00,33,20.00
490,124,1140,"3 ROSES Natural Care",100,gms,65.00,63.00,1,5.00,2.00,3,63.00
491,125,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
492,125,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,310.00,280.00,1,5.00,30.00,10,280.00
493,126,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
494,126,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,310.00,280.00,1,5.00,30.00,10,280.00
495,127,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,64.00,60.00,1,5.00,4.00,6,60.00
496,127,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,310.00,280.00,1,5.00,30.00,10,280.00
497,127,1260,"Milk Bikis Cream Biscuits",120,gms,20.00,19.00,1,18.00,1.00,5,19.00
498,128,1262,"Britannia Tiger Krunch chocochips",43,gms,5.00,5.00,1,18.00,0.00,0,5.00
499,129,1723,"GAJRAJ HMT PREMIUM QUALITY RICE",25,kg,1600.00,1100.00,1,5.00,500.00,31,1100.00
500,130,1690,"Gold Drop Sunflower Oil",1,l,182.00,150.00,3,12.00,32.00,18,450.00
501,130,1737,"ASWIKA POORI ATTA ",500,gms,25.00,16.00,1,0.00,9.00,36,16.00
502,130,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,1,0.00,12.00,24,38.00
503,130,1748,"Aswika Bombay Ravva",500,gms,30.00,28.00,1,0.00,2.00,7,28.00
504,130,1749,"Aswika Kesari Ravva",500,gms,25.00,20.00,1,0.00,5.00,20,20.00
505,130,1769,"Double Horse Urad Dal",1,kg,167.00,139.00,1,0.00,28.00,17,139.00
506,130,1786,"Aswika Kabuli Chana",500,gms,70.00,60.00,1,5.00,10.00,14,60.00
507,130,1706,"ASWIKA BASMATI RICE",1,kg,150.00,100.00,1,5.00,50.00,33,100.00
508,130,1729,"ASWKA MARMUR ",1,kg,60.00,35.00,1,5.00,25.00,42,35.00
509,130,1813,"Aswika Mustard Seeds Small",250,gms,34.00,25.00,1,5.00,9.00,26,25.00
510,130,1815,"Aswika Jeera",250,gms,80.00,60.00,1,5.00,20.00,25,60.00
511,130,1819,"Aswika Marati Mogga",50,gms,30.00,20.00,1,5.00,10.00,33,20.00
512,130,1820,"Aswika Anasa Puvvu",25,gms,35.00,20.00,1,5.00,15.00,43,20.00
513,130,1826,"Aswika Elachi",10,gms,50.00,34.00,1,5.00,16.00,32,34.00
514,130,1832,"Aswika Japatri",10,gms,35.00,23.00,1,5.00,12.00,34,23.00
515,130,1834,"Aswika Clove / Lavanga",25,gms,30.00,20.00,1,5.00,10.00,33,20.00
516,130,1843,"Telugu Velluli Karam Podi",100,gms,40.00,38.00,1,5.00,2.00,5,38.00
517,130,1856,"Everest Chicken Masala",50,gms,38.00,35.00,1,5.00,3.00,8,35.00
518,130,1905,"Everest Hingraj Powder",10,gms,20.00,19.00,1,5.00,1.00,5,19.00
519,130,1659,"TATA Iodised Salt",1,kg,21.00,20.00,1,5.00,1.00,5,20.00
520,130,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,1,12.00,3.00,4,75.00
521,130,34,"Sensodyne Rapid relief Tooth Paste",40,gms,90.00,87.00,1,18.00,3.00,3,87.00
522,130,35,"Sensodyne Fresh Repair & Protect Tooth Paste",40,gms,70.00,65.00,1,18.00,5.00,7,65.00
523,131,1501,"Sunfeast Yippee Mood Masala Noodles 4 In 1 Pack",280,gms,58.00,56.00,1,12.00,2.00,3,56.00
524,131,1500,"Sunfeast Yippee Noodles 4 In 1 Pack",280,gms,78.00,75.00,2,12.00,3.00,4,150.00
525,131,1502,"Sunfeast Yippee Magic Masala Noodles 6 In 1 Pack",420,gms,68.00,66.00,1,12.00,2.00,3,66.00
